Link,Title,Comment
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',Mou_MuTôi nghĩ vs máy bay trực thăng thì nên trang bị dù khi bay nếu có sự cố thì nhân viên bung dù cho hành khách sẽ ổn hơn
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',Nguyễn AnhNếu trực thăng ko phát nổ thì khả năng có người sống rất cao.
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',truongpham0682Chắc nên trang bị thủy phi cơ thấy nó an toàn hơn trực thăng.
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',nguyenduynamtuliemTHEO TÔI LÀ NÊN TRANG BỊ CHO PHI CÔNG VÀ HÀNH KHÁCH ÁO PHAO VÀ MŨ BẢO HIỂM CHỊU ÁP LỰC LỚN. KHI GẶP SỰ CỐ BẤT KHẢ KHÁNG THÌ MỌI NGƯỜI CHỈ VIỆC BẤM NÚT LÀ NÓ TỰ PHỒNG LÊN NHƯ QUẢ BÓNG CÓ KHẢ NĂNG GIẢM CHẤN ĐỂ HẠN CHẾ THƯƠNG VONG...
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',Tuấn ViệtBay trực thăng là nguy hiểm nhất trong các loại bay. Một khi động cơ bị trục trặc thì nó rơi tõm xuống luôn không kiểm soát được.
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',Lê NguyễnVô cùng thương tiếc.... Xin chia buồn cùng gia quyến những người đã mất..!
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',Nguyễn Mạnh HàMình thắc mắc là nhảy ra ngoài( ko có dù) thì ở độ cao khoảng 50-100m xuống biển thì vẫn có khả năng sống sao lại ko nhảy vậy nhỉ ?
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',"ThaoxuanthienTúm lại bay ko an toàn thì ko nên bay nữa, thế thôi!"
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',Nam Nguyen ThanhXin chia buồn cùng gia đình các nạn nhân trong vụ tai nạn máy bay trực thăng này. Cầu cho linh hồn các nạn nhân được siêu thoát
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',nghiavinh1Minh nghi Nên trang bị cho khách bộ áo phao có giáp chống va đập và nón bảo hiểm.
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',"Gia PhungXin chia buồn với gia đình nạn nhân. Hạ Long còn có hình thức thủy phi cơ, loại hình này an toàn hơn trực thăng vì có khả năng lượn để hạ cánh mặt nước cho dù động cơ đã ngừng chạy."
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',huynh quoc minh huynhSao ko nhảy xuống biển ta. Dù sao cũng đỡ hơn. Hoặc trực thăng bung dù ra. Là đà rơi xuống cũng đỡ hơn.
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',"vuvantai13579Người Mỹ, đã chế tạo được cả máy bay rồi. Còn cái dù chỉ là chuyện nhỏ...bạn ơi."
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',3phutnewsnguyện những điều tốt đẹp
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',"uocgihaichungtaThật đáng tiếc, chia buồn cùng các nạn nhân."
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',antruong2882Chia buồn cùng nạn nhân & gia đình.
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',Hưng HuỳnhNam-mô Tiếp Dẫn Đạo Sư A Di Đà Phật_(())_
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',"Andy PhanVN chưa nên áp dụng tour bay trực thăng du lịch, đặc biệt trong các đô thị lớn như Tp HCM. "
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',tantanb2Tôi cũng đến cạn lời với cao kiến của bạn. Đến đứa học sinh cấp 1 như con tôi nó còn biết trực thăng bay thấp và cánh quạt quay ngay trên đầu.
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',"nguyenhau.advertisingTheo mình nghĩ: Trần bay của máy bay trực thang không cao như máy bay phản lực cộng với cả việc dù cũng cần có thời gian và độ cao nhất đinhn mới bung dù, đây lại là chuyến bay ngắm cảnh thường bay ở độ cao thấp nên việc dùng dù là không được."
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',nicky1505nViệt Nam ta nên tìm cách sản xuất trực thăng riêng cho khí hậu của nước ta. Chứ máy bay của Mỹ/Canada tuy tốt nhưng không hạp khí hậu nên mới có vấn đề ...dầu mỡ đặc biệt cho khí hậu ẩm ướt của máy bay cũng rất quan trọng
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',dhiep193Mặc áo phao thật dày rồi nhảy ra khỏi máy bay có đỡ hơn không nhỉ???
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',vietnamgoxsmChỉ có phương án là trang bị ghế thoát hiểm như chiến đâu cơ các cụ ạ
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',nguyenkhaiCó thể mang theo đồ bảo hộ không nhỉ. VD : áo phao hoặc trang bị bảo vệ đầu
https://vnexpress.net/nhan-chung-truc-thang-lao-xuong-bien-roi-phat-no-4590428.html,Nhân chứng: 'Trực thăng lao xuống biển rồi phát nổ',v.duongbaquyenTại sao không trang bị mũ bảo hiểm cho người đi trực thăng đa số nạn nhân đều bị biến dạng ở đầu thật khủng khiếp
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,"bichvuduy55Việc thu phí tham quan là cần thiết, nhằm giải quyết nhiều vấn đề tồn tại khu văn hóa cổ của Hội An?. Vần đề dư luận quan tâm là mức giá? và sự minh bạch của chủ trương, nhu cầu của người dân được hưởng thụ?có tương xứng với sự đóng góp không? Không có gì là miễn phí? Mọi người cũng không muốn điều đó? Sao cho hài hòa các lợi ích , nhà nước- nhân dân và du khách?./."
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,ngominhchau258Ai phát hiện người khác xả rác thì có 100k thì không còn rác nữa.
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,"LyĐồng ý với tác giả, tôi cũng thấy thu phí là hợp lý, có điều thiết kế gói phí ra sao cho tiện lợi và linh hoạt theo yêu cầu của khách. Gói tham quan 6 điểm và gói 4 điểm, ngoài ra khách mua vé đơn 1 ngày giá khác, mà khách mua vé 3 ngày, vé 7 ngày, vé 1 tháng giá cũng nên có ưu đãi khác."
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,"Van Duc PhamThu phí là cách đơn giản nhất để thu tiền từ du khách, và cũng là cách đuổi du khách dễ nhất. Ví dụ để tăng thu hút khách nước ngoài từ 1 quốc gia nào đó, chính sách miễn phí Visa hay được áp dụng. Thu nhập từ du khách đối với Hội An không chỉ là tiền vé, mà chủ yếu là từ chi tiêu của du khách tại Hội An. Chỉ nên thu vé vào với 1 số cảnh điểm nhỏ, còn thu phí vào Hội An thì không nên."
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,Ben CiroTheo tôi điều quan trọng nhất là nếu áp dụng thì nguồn thu này có được sử dụng hợp lý và đúng cách vào việc tu bổ bảo trì phố cổ hay không thôi
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,"LâmQuyền thu phí là của chính quyền Hội An. Khách du lịch có quyền cân nhắc không tiếp tục đến Hội An. Tuy nhiên, thu hay không thì Hội An nên cân nhắc để tránh bị hiệu ứng ngược. Nhiều người đến Hội An không phải để tham quan vì họ đã quá quen thuộc Hội An rồi. Đối với họ đơn giản như chơi phố đi bộ vào dịp cuối tuần vậy. Cái họ cần là đi dạo, thưởng thức đồ ăn, đồ uống. Không ai mua vé để được đi chơi ở phố đi bộ cả."
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,Khoa Tran vannhìn dòng sông Hoài bẩn thỉu ô nhiễm mà phát ngán
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,phanhabmk29Hy vọng dòng sông Hoài nước sẽ trong xanh và không có mùi như bây giờ.
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,"truonghao2007"" Những năm qua du khách đi theo đoàn vẫn phải mua vé tham quan phố cổ "" tức là khách nước ngoài hầu như lâu nay đều đã bị thu phí, nếu như vậy thì việc thu phí cho tất cả khách vào đây ko phân biệt thành phần cũng là bình đẳng bình thường có gì mà nhiều người phải phản ứng ầm ĩ?"
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,"Xuân Phương HoàngThực ra thu phí không phải là vấn đề, mà vấn đề là cách thu phí. Ở nước ta, phí là một tờ vé, ta quen rồi, nhưng du khách nước ngoài có thể xa lạ. Mấy năm trước khi tôi đi thăm các danh lam thắng cảnh ở châu Âu, như Nhà Thờ Đức Bà Paris, người ta không thu phí bằng vé, mà tự nguyện du khách có thể mua một hay nhiều đồng tiền vàng in biểu tượng thắng cảnh đó để về làm kỷ niệm hoặc cho bạn bè. Hội An đã là một thắng cảnh nổi tiếng, thì việc đúc một một biểu tượng kỷ niệm có gì là khó, vã lại cũng là cách tự quảng cáo ra nước ngoài."
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,"Quê Hà NộiMột vấn đề rất khó là phân biệt được đâu là khách và đâu là dân địa phương nếu là khách lẻ ? Nếu không đến những điểm được cho là đông khách mà họ chỉ muốn ăn phở uống cà phê hoặc đến nhà người quen thì sao ? Chưa tính đến việc ""để""người địa phương nhận mặt ? Có vẻ như nhiều câu hỏi chưa có được câu trả lời hợp lý , vẫn ném đá dò đường vừa làm vừa sửa . Hãy thu tiền ở những điểm tiêu biểu đặc trưng của Hội An , chứ không thể hết cả Phố cổ Hội An được . Như HN chỉ thu phí các điểm tham quan như Cầu Thê Húc - Đền Ngọc Sơn , Văn Miếu Quốc Tử Giám ... chứ thu theo kiểu đã vào là thu thì hơi cực đoan ."
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,"TNThu phí không mới và cũng cần thiết để dùng vào việc trùng tu, tôn tạo di tích nhưng phải rõ ràng, minh bạch, đúng mục đích, chứ bỏ vào rổ ngân sách hoặc thu rồi chi cho bộ phận quản lý thì người dân không hài lòng."
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,Nghia Nguyen VanThu phí sẽ được chấp thuận khi du khách nhận được giá trị tương xứng.
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,"Son HoangSao không nghĩ đến đối tượng, đơn vị hưởng lợi trực tiếp là những cá nhân kinh doanh, khai thác trên Hội An và thu ở đó."
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,"luonmayman96Hội An thu phí để bảo tồn là đúng, nhưng cần chọn cách thu phù hợp nhất. Nếu buộc tất cả ai vào Hội An phải mua vé e sẽ làm giảm lượng du khách tức là giảm khách hàng tiêu dùng sản phẩm dịch vụ của người Hội An, khi đó tiền thu vé chả bõ so với mức giảm tăng trưởng kinh tế chung của thành phố. Hội An nên xin phép các bộ ngành cho cơ chế đặc thù thu phí bảo tồn phố cổ 3% trên giá bán các sản phẩm dịch vụ phục vụ du khách (ví dụ nhà hàng, khách sạn, đồ lưu niệm, dịch vụ giải trí v.v.). Điều này cũng giống như một số nhà hàng cao cấp thu thêm phí phục vụ 10%. Làm cách này vừa đỡ tốn bộ máy bán vé/soát vé vừa làm hài lòng du khách."
https://vnexpress.net/quyen-thu-phi-cua-hoi-an-4590456.html,Quyền thu phí của Hội An,"lethanhson21072004Tôi đi Hội An 1 lần , lần đó hàng quán đóng cửa hoặc đắt quá , rác thải ở khắp nơi, chụp vài bức ảnh xong về .Đặc biệt nhất là dòng sông đen ngòm do nước thải sinh hoạt .Nhà tôi trả phí khoảng 200k để xem ngôi chùa ko có gì và nhà tôi đi ko xả rác gì cả .Nhưng Hội An ko như quảng cáo nên thôi."
https://vnexpress.net/trung-quoc-lanh-nhat-voi-no-luc-tai-doi-thoai-cua-my-4590059.html,Trung Quốc lạnh nhạt với nỗ lực tái đối thoại của Mỹ,Crazy BuffaloChỉ biết cười trừ khi đọc!
https://vnexpress.net/trung-quoc-lanh-nhat-voi-no-luc-tai-doi-thoai-cua-my-4590059.html,Trung Quốc lạnh nhạt với nỗ lực tái đối thoại của Mỹ,Nguyen Duy TruongCó vẻ như Trung Quốc ngày càng thấy họ đủ thế và lực để tỏ lập trường rõ ràng với Mỹ rồi.
https://vnexpress.net/trung-quoc-lanh-nhat-voi-no-luc-tai-doi-thoai-cua-my-4590059.html,Trung Quốc lạnh nhạt với nỗ lực tái đối thoại của Mỹ,TInkhổ thân
https://vnexpress.net/trung-quoc-lanh-nhat-voi-no-luc-tai-doi-thoai-cua-my-4590059.html,Trung Quốc lạnh nhạt với nỗ lực tái đối thoại của Mỹ,quachchikienSức ảnh hưởng của Mỹ trên thế giới đang đi xuống rõ ràng
https://vnexpress.net/trung-quoc-lanh-nhat-voi-no-luc-tai-doi-thoai-cua-my-4590059.html,Trung Quốc lạnh nhạt với nỗ lực tái đối thoại của Mỹ,design68tôi thấy chiều ngược lại
https://vnexpress.net/trung-quoc-lanh-nhat-voi-no-luc-tai-doi-thoai-cua-my-4590059.html,Trung Quốc lạnh nhạt với nỗ lực tái đối thoại của Mỹ,Sông Đông êm đềmChưa thấy tình báo Anh nhận định nhỉ
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,Nguyễn Văn CẩnĐến cả Kiatisuk còn bất ngờ nữa. Thì mình bất ngờ cũng không có gì lạ 
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,Nguyễn Thành ThịnhCLB HAGL bỏ bộ đồ thi đấu màu vàng thì thắng ngay.
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,"Chuyên gia bóng đáBóng đá bây giờ thắng đậm hay thua đậm là chuyện bình thường, quan trọng là giữ được phong độ ổn định khi đá dường dài, bản lĩnh khi đá cup"
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,Thiện Tâm NguyễnMùa trước do giới cầu thủ cũ hết động lực phấn đấu ai cũng nhìn ra
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,tuanhq4Một trong cầu thủ và sau này là HLV TL hay HAGL mình luôn yêu quý anh này
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,"Minh NguyễnQuốc Việt lạnh lùng, tỉnh táo ở tình huống dẫn bóng ghi bàn, Văn Khang tuy không nhiều cơ hội được đàn anh tương tác bóng vẫn có đường chuyền sắc lẹm cho Hoàng Đức trong vòng cấm"
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,"Bao NamKhông bàn luận vấn đề hay- dở của HAGL dưới thời a Sắc, nhưng a Sắc xứng đáng được tôn trọng. Khi HLV Troussier hỏi bao nhiêu cầu thủ có thể đứa cho U23 anh k giới thiệu đích danh mà mời ông ấy đến xem trực tiếp và tuyển chọn. Vẫn biết a Sắc dưới sự chỉ đạo của bầu Đức rất có tâm trong việc phát triển bóng đá Việt Nam, nhưng tư duy và cái Tâm của a Sắc rất đáng ngưỡng mộ."
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,thecongtang8888Chúc mừng HAGL!
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,hatronglamRất vui khi HAGL thắng và còn vui hơn nữa khi cả 2 đội đều tạo điều kiện cho rất nhiều cầu thủ trẻ được thi đấu. Cảm xúc vỡ òa khi Quốc Việt ghi bàn. Nói chung là tuyệt vời.
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,"Văn MinhNgay từ đầu trận các cầu thủ HAGL cho thấy quyết tâm, chơi gắn kết hơn rồi chính vì vậy mà các cầu thủ Viettel đã phạm lỗi rát ngay từ đầu. Nhưng phải nói lứa này cầu thủ HAGL đã tâm lý tốt hơn, trọng tài hôm qua bắt cũng ổn. Cũng không có bỏ qua các lỗi một cách thô thiển. Kết quả là hợp lý với thế trận của trận đấu"
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,"hoatuylipChúc mừng HAGL, VT thua đậm nhưng đá cũng rất hay. Chúc mừng các tuyển thủ trẻ được tạo đk ra sân."
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,"nguyenduc201051Sau những chiến thắng thì Viettel có vẻ ""tự xả"" hơi nhiều và chủ quan, thua lại ""bất ngờ"" nên ""vỡ trận"". Đúng là bất ngờ lớn !"
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,Nam Nguyen ThanhChúc mừng CLB HAGL chiến thắng đậm trên sân khách Hàng Đẫy ! Nơi mà HAGL hầu như chỉ có thất bại đến hòa mỗi khi gặp CLB HN hoặc Viettel
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,"nguyenthangthan12345Chúng ta nên cổ vũ và động viên những đội bóng như HAGL hay SLNA vì đã cho các cầu thủ trẻ cơ hội đá chính nhất là hàng tiền đạo ,tiền vệ nơi thường dành cho cầu thủ ngoại.Những giải thưởng tháng hãy dành cho các cầu thủ trẻ cùng những đội bóng này .Họ dám hy sinh thành tích hiện tại để tạo tiền đề cho các đội tuyển."
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,"hungthanh0757Tôi vẫn bảo lưu ý kiến HAGL vẫn phải lấy công bù thủ, chứ hàng thủ vẫn cảm giác thiếu an toàn. Nếu cứ có bàn thắng mà co về thủ là lại rơi điểm như đùa. Hơn nữa, lứa cầu thủ thành danh họ chơi bóng hơn là đá bóng, họ giữ danh, giữ chân hơn là sự quyết tâm và nhiệt huyết. Để đi được đường dài, đi xa, ổn định và vị trí cao vẫn phải: 1. Bổ xung gia cố thêm hàng thủ; 2. Cần 1 cầu thủ ngoại chất lượng hàng tiền đạo và đưa cầu thủ trẻ tài năng vào để tạo sự máu lửa hơn. Còn lứa cũ chỉ cài vào giải quyết vấn đề tâm lý cho cầu thủ trẻ."
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,phanthivuong9Năm nay vào việc sớm tí cho nó yên tâm !
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,kiendanchoi69Tạo cơ hội cho quốc việt và các cầu thủ trẻ là ok r
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,mrro6969Có lẽ nào HAGL đã trở lại!
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,"✅inf0♻️Hôm qua quên xem, mãi đến phút 80 mới bật lên xem và nhìn bảng tỷ số 1-4 cho HAGL mà tui cũng giật mình! Cứ nghĩ nhìn nhầm vì chưa có nghĩ là HAGL sẽ thắng được ở thời điểm này"
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,"vungtaucodonÔng chú này cười trong mọi tình huống bảo sao trẻ mãi. HLV VN nên học tập ông chú này: điềm đạm, không đổ lỗi, giỏi ngoại ngữ, cực kì thân thiện."
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,"Đinh Quốc HuynhThích Kiatisuk, bầu Đức, Klopp nên thấy HAGL hay Liverpool thắng là thấy vui vui. Chúc mọi người một ngày tốt lành nhé."
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,"FutureHomeQuan trọng là lối chơi phòng ngự phản công nhanh hiệu quả với sự kiến tạo thông minh của tuyến tiền vệ và sự lanh lợi, quết đoán, sắc bén của các tiền đạo, các cầu thủ trẻ được tạo điều kiện như vậy là Kiatisuk có tâm lắm"
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,cuongtk.accVT chủ quan. Thua thì đá thô bạo. TT bắt chưa ổn.Hôm qua HĐ bị tiền vệ HAGL bỏ túi.
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,cuongkythuatvqcThich nhất là Kiatisuk!
https://vnexpress.net/hlv-kiatisuk-bat-ngo-khi-hagl-thang-dam-4590467.html,HLV Kiatisuk bất ngờ khi HAGL thắng đậm,"Nam VươngLứa này cầu thủ còn non nớt, giữ trong top4 là được."
